InvoiceNo,Revenue,IsAnomaly
537666,5058.04,True
576617,5046.62,True
540832,5032.29,True
574363,5028.76,True
539453,5022.16,True
580146,4992.68,True
573003,4992.0,True
575335,4961.2,True
581020,4949.24,True
573576,4941.71,True
567656,4936.65,True
576394,4925.8,True
565291,4913.52,True
538566,4909.89,True
554956,4898.5599999999995,True
563613,4873.81,True
576618,4872.67,True
567721,4860.64,True
569263,4849.1,True
581256,4839.42,True
576923,4808.48,True
556080,4801.22,True
579512,4789.02,True
577531,4785.89,True
540551,4731.64,True
569414,4701.22,True
539434,4700.4,True
575875,4688.65,True
578844,4688.19,True
546992,4666.4400000000005,True
576329,4662.17,True
552039,4655.85,True
575477,4638.39,True
579291,4584.66,True
567458,4563.84,True
574341,4557.6,True
539451,4537.15,True
573002,4534.22,True
575930,4526.33,True
567610,4463.08,True
542789,4446.88,True
577768,4444.83,True
580754,4429.46,True
567384,4418.0,True
556845,4415.4400000000005,True
580985,4414.88,True
560504,4406.61,True
546530,4400.28,True
576653,4391.16,True
551351,4390.56,True
539436,4390.32,True
578065,4381.48,True
543378,4379.76,True
567306,4366.78,True
575748,4365.75,True
575176,4363.88,True
575607,4358.0,True
575947,4357.43,True
566936,4351.0,True
562374,4345.1,True
561645,4345.1,True
562846,4318.93,True
566595,4314.72,True
540698,4314.02,True
575739,4312.6,True
572051,4311.48,True
560373,4287.63,True
570672,4279.71,True
564856,4257.0599999999995,True
548162,4225.29,True
570094,4186.08,True
559052,4178.58,True
580519,4171.41,True
573077,4161.06,True
573080,4161.06,True
558871,4146.34,True
567852,4117.4,True
566494,4114.08,True
563549,4109.72,True
541421,4106.84,True
562880,4105.94,True
567507,4102.39,True
568319,4091.46,True
566929,4090.28,True
536783,4076.48,True
571441,4050.6099999999997,True
575919,4041.18,True
548813,4037.77,True
562046,4008.62,True
565748,4005.35,True
579694,3982.55,True
546780,3978.9900000000002,True
574067,3962.85,True
547832,3962.06,True
578125,3956.6800000000003,True
570886,3953.35,True
574056,3949.66,True
560360,3949.32,True
570660,3930.94,True
540026,3900.62,True
580873,3895.8599999999997,True
575516,3893.79,True
541592,3882.43,True
567803,3877.56,True
556927,3876.86,True
564054,3875.88,True
574856,3872.96,True
559055,3872.9,True
552038,3869.18,True
540176,3862.14,True
581115,3861.0,True
569573,3855.84,True
567526,3850.9000000000005,True
546438,3840.88,True
578067,3826.2799999999997,True
579251,3821.36,True
560926,3814.99,True
540848,3808.77,True
574356,3803.96,True
537899,3794.4,True
567183,3790.17,True
575683,3782.52,True
538353,3762.66,True
564312,3744.0,True
569492,3733.0,True
540977,3716.17,True
580673,3705.48,True
549927,3694.36,True
561388,3680.4,True
545914,3678.0299999999997,True
568346,3671.44,True
558371,3668.64,True
579498,3651.6,True
572193,3648.6,True
559038,3643.81,True
572696,3640.0,True
574074,3638.9,True
561902,3633.5800000000004,True
555164,3623.2,True
559465,3609.8,True
581375,3599.4,True
548993,3599.38,True
538397,3590.59,True
551547,3579.67,True
572897,3567.56,True
551809,3566.1400000000003,True
545582,3547.34,True
571255,3528.34,True
540372,3527.64,True
574076,3514.74,True
544075,3506.2400000000002,True
546212,3500.5,True
575177,3487.08,True
572552,3472.42,True
561659,3453.7200000000003,True
576179,3419.64,True
540785,3417.1200000000003,True
559816,3405.4,True
580297,3404.0,True
540355,3401.94,True
556812,3393.04,True
541827,3388.21,True
570488,3380.86,True
543829,3376.08,True
562104,3358.63,True
574950,3346.73,True
560567,3342.95,True
579284,3337.44,True
544667,3336.76,True
541695,3323.19,True
552659,3320.77,True
562608,3315.0699999999997,True
578940,3310.12,True
573263,3304.0299999999997,True
561647,3301.38,True
560080,3279.36,True
546160,3277.24,True
549100,3275.33,True
543831,3257.4,True
563532,3256.88,True
548496,3243.13,True
538991,3240.4,True
541423,3237.88,True
564857,3236.94,True
547362,3221.88,True
581497,3217.2000000000003,True
562031,3213.19,True
544672,3211.7,True
570258,3210.46,True
563404,3209.15,True
544612,3202.92,True
565836,3200.2799999999997,True
567480,3200.0,True
540821,3195.7799999999997,True
536387,3193.92,True
567387,3189.94,True
567962,3187.12,True
542629,3174.4300000000003,True
576090,3174.3999999999996,True
569382,3155.95,True
576391,3153.19,True
563439,3148.4,True
563557,3147.64,True
576219,3134.96,True
541219,3134.2799999999997,True
557377,3133.12,True
579787,3127.18,True
540277,3120.2200000000003,True
550710,3108.64,True
560772,3105.08,True
554868,3096.0,True
572066,3091.98,True
538153,3091.82,True
571797,3071.57,True
579471,3063.88,True
556723,3060.4,True
555284,3056.7200000000003,True
544214,3055.62,True
551012,3036.22,True
556267,3027.31,True
571061,3024.22,True
546739,3018.34,True
574561,3016.47,True
578321,2990.0,True
540478,2970.0,True
558614,2962.33,True
560434,2953.59,True
550740,2951.52,True
572324,2949.2799999999997,True
550344,2949.12,True
550299,2945.5,True
552572,2944.7,True
542428,2938.7599999999998,True
560225,2929.35,True
569740,2924.0,True
541518,2919.5099999999998,True
574285,2907.2000000000003,True
569246,2900.99,True
572540,2900.83,True
574967,2898.19,True
568411,2886.66,True
571554,2884.29,True
574298,2880.25,True
557485,2876.0,True
557472,2862.06,True
550278,2857.79,True
571937,2856.14,True
549746,2846.02,True
554272,2843.6,True
579692,2843.29,True
566164,2842.46,True
541424,2829.87,True
554358,2825.4,True
559145,2825.1,True
558417,2822.7400000000002,True
571034,2814.3,True
565767,2812.84,True
544392,2807.31,True
551747,2805.2799999999997,True
572185,2801.92,True
569030,2800.0,True
577783,2786.4,True
552574,2764.29,True
541670,2756.84,True
541104,2751.16,True
568717,2748.0,True
537793,2746.75,True
558311,2739.92,True
579557,2739.38,True
564322,2736.99,True
559919,2735.16,True
571119,2733.65,True
565145,2732.92,True
536785,2730.96,True
571305,2729.23,True
540995,2700.92,True
562933,2697.53,True
544776,2695.09,True
566787,2693.5699999999997,True
540418,2688.72,True
561474,2688.27,True
580363,2685.0,True
546388,2676.13,True
577754,2675.28,True
537852,2671.27,True
558540,2662.17,True
541932,2661.24,True
567353,2653.95,True
564087,2653.95,True
553540,2649.52,True
539338,2646.3,True
575328,2640.0,True
544824,2639.38,True
569846,2626.3,True
541696,2619.14,True
581476,2618.89,True
552888,2613.36,True
559322,2609.0,True
566195,2608.11,True
561397,2606.4,True
538998,2605.88,True
565378,2605.74,True
545865,2597.4,True
564310,2597.0,True
538827,2594.76,True
579271,2586.69,True
546558,2583.76,True
566976,2582.78,True
575687,2581.07,True
540160,2574.48,True
560841,2569.55,True
537235,2567.6400000000003,True
536576,2558.42,True
552957,2557.88,True
541422,2555.13,True
545320,2541.15,True
569653,2539.56,True
573553,2534.37,True
539492,2529.81,True
548010,2527.94,True
547788,2526.98,True
573320,2520.28,True
555855,2516.19,True
561209,2511.4,True
575220,2506.0,True
568781,2505.84,True
571864,2503.74,True
562946,2500.0,True
569084,2496.0,True
556725,2496.0,True
542891,2489.11,True
569571,2487.4,True
570275,2482.44,True
558904,2479.2,True
536477,2474.7400000000002,True
545227,2474.62,True
553471,2462.26,True
543237,2461.98,True
569137,2455.63,True
554098,2454.11,True
537645,2448.29,True
538149,2446.16,True
566534,2437.77,True
580652,2430.08,True
553182,2422.15,True
568057,2420.57,True
541497,2418.26,True
559693,2416.97,True
537643,2416.59,True
537393,2415.04,True
558774,2403.32,True
546896,2398.2,True
536865,2396.96,True
550458,2395.58,True
572704,2394.1,True
558554,2390.4,True
552013,2388.31,True
562850,2388.2,True
559923,2387.13,True
559506,2382.68,True
566816,2377.9,True
568797,2377.0,True
541864,2375.42,True
574532,2370.04,True
560646,2365.91,True
573274,2362.83,True
543737,2355.9500000000003,True
537034,2355.1800000000003,True
562143,2353.0,True
569257,2350.98,True
570187,2350.68,True
572758,2347.9,True
543448,2347.39,True
544657,2346.34,True
567024,2342.8,True
547209,2340.05,True
559338,2339.28,True
578233,2333.98,True
560773,2330.17,True
546528,2329.15,True
575146,2328.84,True
562029,2327.0,True
569839,2327.0,True
571298,2327.0,True
570688,2326.73,True
572550,2324.63,True
562353,2317.0,True
572123,2314.48,True
540646,2312.89,True
540468,2311.53,True
547063,2309.15,True
572553,2303.2,True
570592,2299.61,True
548807,2298.0,True
565116,2297.52,True
559499,2295.74,True
548894,2295.0299999999997,True
552232,2293.79,True
547706,2278.8,True
567981,2275.04,True
564323,2275.0,True
556803,2274.39,True
541430,2271.62,True
557112,2271.0299999999997,True
537256,2263.8,True
543669,2256.0,True
565491,2251.94,True
579986,2251.51,True
572765,2251.2,True
570087,2246.03,True
566220,2243.7,True
565213,2242.3199999999997,True
568095,2241.81,True
581179,2238.51,True
548516,2234.58,True
555947,2233.28,True
577852,2232.0,True
558523,2231.3,True
541975,2230.96,True
574707,2227.86,True
557571,2221.84,True
550137,2221.02,True
554694,2216.87,True
538148,2215.27,True
559357,2215.25,True
578358,2210.64,True
550823,2210.05,True
577021,2209.74,True
563575,2209.04,True
560035,2204.36,True
565234,2201.61,True
567671,2199.2799999999997,True
572326,2199.12,True
570113,2198.13,True
557502,2192.19,True
547947,2188.5,True
559337,2184.93,True
565675,2184.59,True
548718,2183.82,True
554514,2181.85,True
566576,2180.2999999999997,True
573362,2176.45,True
536784,2170.9,True
540458,2169.39,True
568193,2166.21,True
537642,2164.51,True
568877,2163.95,True
568408,2162.45,True
547396,2162.2599999999998,True
548257,2161.32,True
568134,2159.73,True
570701,2159.3,True
538354,2157.64,True
559032,2156.44,True
569640,2145.38,True
556718,2145.0,True
571508,2144.38,True
571289,2142.79,True
562715,2138.62,True
554310,2133.63,True
579093,2123.92,True
571931,2120.09,True
548968,2118.74,True
574534,2118.12,True
566985,2117.26,True
545530,2114.71,True
570871,2110.05,True
556484,2108.7000000000003,True
548169,2106.46,True
556237,2106.34,True
555352,2105.98,True
539631,2104.0,True
546067,2099.7,True
539595,2094.9,True
540352,2094.11,True
545895,2092.33,True
563589,2080.0,True
570522,2076.0,True
579501,2075.81,True
576051,2068.4900000000002,True
577393,2068.09,True
560887,2064.8,True
567461,2064.34,True
539465,2062.44,True
568697,2062.06,True
557222,2060.0299999999997,True
578541,2059.57,True
539307,2054.92,True
548820,2053.07,True
542102,2053.07,True
543713,2053.0,True
549577,2050.08,True
581107,2046.0,True
554552,2044.8400000000001,True
552563,2044.3700000000001,True
550193,2042.761,True
549586,2040.58,True
573452,2039.24,True
576910,2037.69,True
569898,2037.0,True
569337,2034.0,True
566927,2033.1,True
566259,2027.94,True
564754,2026.73,True
543828,2024.57,True
562282,2022.6,True
537618,2022.16,True
567374,2020.52,True
578811,2016.78,True
565117,2016.3200000000002,True
570598,2016.31,True
550667,2016.0,True
569545,2014.98,True
566952,2008.83,True
541809,2007.44,True
561208,2007.4,True
581110,2002.5,True
536830,2002.4,True
572082,2000.33,True
577822,2000.0,True
545215,1995.37,True
553013,1995.25,True
544909,1991.26,True
554151,1989.73,True
537456,1989.2400000000002,True
543192,1987.62,True
557217,1987.19,True
555397,1986.12,True
550500,1984.6299999999999,True
569406,1983.46,True
576688,1980.26,True
568567,1978.27,True
570268,1978.22,True
573584,1976.5800000000002,True
575255,1975.0,True
552710,1974.06,True
570253,1974.0,True
544651,1972.7,True
557628,1966.66,True
553148,1966.16,True
557466,1965.74,True
563638,1964.85,True
554071,1961.05,True
559941,1960.8000000000002,True
548373,1959.65,True
553523,1957.1699999999998,True
575725,1955.68,True
550953,1953.26,True
569374,1951.59,True
558552,1948.92,True
566281,1948.35,True
538174,1947.01,True
565967,1944.6,True
545226,1943.4,True
573601,1943.34,True
569555,1943.13,True
557231,1940.53,True
547250,1940.1299999999999,True
555531,1939.52,True
555150,1937.73,True
548409,1937.06,True
576650,1935.9,True
568135,1934.53,True
541493,1933.95,True
540507,1933.2,True
551014,1932.24,True
580645,1931.6,True
574544,1931.45,True
545644,1920.48,True
536532,1919.14,True
546411,1919.04,True
574319,1915.6,True
538063,1914.24,True
561873,1912.7,True
566227,1912.06,True
571716,1911.8799999999999,True
540175,1910.4,True
578793,1909.6200000000001,True
569334,1909.36,True
548893,1908.58,True
570872,1901.92,True
569408,1897.1599999999999,True
579672,1897.04,True
572545,1896.7199999999998,True
555401,1896.0300000000002,True
576590,1894.01,True
564837,1892.1399999999999,True
572549,1892.05,True
547248,1891.3899999999999,True
560234,1885.1,True
541221,1883.57,True
571065,1881.8600000000001,True
547042,1880.11,True
566060,1878.67,True
568671,1873.6200000000001,True
569372,1871.1299999999999,True
557621,1870.2,True
541516,1868.1299999999999,True
537868,1867.98,True
549468,1867.86,True
561926,1866.43,True
543047,1866.3,True
542373,1866.02,True
564752,1862.7,True
567669,1862.0,True
575656,1855.99,True
580615,1854.83,True
540154,1854.39,True
580178,1852.68,True
565919,1846.68,True
567670,1844.69,True
559817,1839.58,True
543370,1838.9099999999999,True
567668,1838.53,True
559311,1837.92,True
578143,1835.96,True
571242,1835.6,True
575137,1833.69,True
557057,1830.72,True
537484,1830.02,True
546684,1829.04,True
539088,1827.91,True
573179,1826.8799999999999,True
536390,1825.74,True
568065,1824.79,True
538662,1822.88,True
565285,1821.6,True
569415,1821.56,True
572772,1820.89,True
544177,1820.67,True
553339,1820.64,True
569202,1818.09,True
542109,1816.6299999999999,True
568650,1810.51,True
577720,1809.7,True
571713,1809.6499999999999,True
575213,1809.6000000000001,True
548211,1807.04,True
544812,1806.73,True
539737,1805.29,True
568719,1803.83,True
569572,1800.0,True
544684,1799.96,True
559163,1799.93,True
555160,1799.6,True
545568,1799.3799999999999,True
552811,1798.33,True
546648,1794.43,True
577126,1794.05,True
552882,1792.72,True
575582,1790.0,True
540681,1787.82,True
570465,1786.18,True
544073,1784.71,True
566255,1783.24,True
550496,1779.09,True
559554,1778.5,True
552514,1777.7,True
555510,1776.9,True
568673,1773.65,True
541830,1767.85,True
575214,1764.72,True
562934,1763.75,True
545897,1762.22,True
538945,1761.26,True
571446,1761.24,True
541684,1761.18,True
580744,1761.16,True
557640,1760.85,True
577609,1757.55,True
542906,1757.1,True
557674,1754.97,True
565917,1752.59,True
559700,1752.06,True
564841,1750.86,True
546972,1750.62,True
578472,1750.46,True
545464,1749.57,True
566446,1748.93,True
566577,1748.1100000000001,True
543182,1747.83,True
565840,1746.79,True
561671,1746.72,True
570242,1743.1499999999999,True
554282,1742.8,True
555275,1742.3899999999999,True
550542,1739.56,True
550470,1736.79,True
539738,1736.26,True
544434,1736.06,True
575703,1735.3000000000002,True
560398,1734.58,True
545333,1734.52,True
554271,1733.8500000000001,True
566213,1732.93,True
570092,1728.0,True
546367,1726.6000000000001,True
565014,1724.8,True
539257,1722.9,True
559796,1722.05,True
549115,1722.02,True
560433,1721.77,True
562843,1718.73,True
542255,1718.73,True
572869,1718.4,True
541965,1716.6200000000001,True
540550,1715.85,True
542303,1715.85,True
556636,1715.6499999999999,True
570188,1714.96,True
536804,1714.25,True
548863,1713.74,True
546096,1711.06,True
559928,1710.39,True
563819,1708.68,True
567161,1708.24,True
563351,1706.88,True
536975,1705.65,True
548522,1705.13,True
564838,1704.22,True
566788,1702.94,True
550914,1701.5,True
548160,1700.4,True
556108,1698.38,True
571328,1697.98,True
543994,1696.4,True
554348,1695.54,True
545701,1695.21,True
538664,1695.12,True
542276,1693.88,True
568510,1693.7,True
553978,1692.0,True
562417,1691.3799999999999,True
562420,1691.32,True
562553,1689.66,True
539654,1689.1200000000001,True
572499,1687.46,True
546328,1687.17,True
546329,1687.17,True
561217,1685.6399999999999,True
568721,1684.26,True
544097,1683.9,True
560718,1682.59,True
581410,1681.54,True
536938,1680.88,True
553387,1680.06,True
557324,1674.72,True
575751,1674.65,True
562113,1674.5,True
568949,1670.72,True
568538,1668.84,True
537214,1668.2,True
560925,1665.1999999999998,True
546136,1659.07,True
566575,1658.9,True
569857,1658.16,True
547249,1656.3,True
545719,1656.15,True
565233,1656.08,True
550986,1654.97,True
564065,1654.31,True
541680,1652.27,True
564757,1651.18,True
556507,1650.1,True
547419,1649.58,True
561295,1648.73,True
566221,1648.29,True
555115,1646.8,True
564758,1645.83,True
537457,1644.94,True
543467,1644.26,True
566790,1643.2,True
545341,1642.5,True
551259,1642.5,True
566867,1642.18,True
566282,1638.34,True
565214,1638.24,True
543300,1637.19,True
572567,1635.6599999999999,True
561651,1634.54,True
549295,1633.13,True
572734,1632.6299999999999,True
567853,1632.62,True
552857,1631.61,True
537201,1631.3,True
552826,1629.03,True
561369,1627.48,True
550474,1625.27,True
548324,1622.48,True
548497,1622.41,True
556127,1621.25,True
559162,1618.34,True
576137,1617.56,True
561515,1617.03,True
546213,1614.6,True
550272,1612.83,True
561258,1611.11,True
564311,1611.0,True
541115,1608.66,True
548502,1607.8,True
557670,1607.04,True
572766,1603.06,True
550471,1599.85,True
566581,1599.55,True
563195,1598.57,True
566866,1596.24,True
562101,1595.48,True
543555,1592.61,True
560421,1592.49,True
568376,1592.12,True
564974,1590.15,True
571745,1588.75,True
545748,1588.68,True
546385,1588.16,True
553718,1588.12,True
546306,1587.23,True
538826,1587.07,True
560364,1585.94,True
565230,1585.92,True
560938,1584.36,True
557673,1581.85,True
562024,1580.52,True
544599,1579.58,True
570467,1579.51,True
540834,1578.31,True
571433,1576.6,True
546091,1576.3600000000001,True
569247,1574.52,True
546008,1572.65,True
538053,1571.32,True
545937,1570.19,True
541999,1569.03,True
569127,1568.4,True
569544,1566.25,True
564965,1565.82,True
564353,1564.7,True
564818,1564.23,True
542344,1563.96,True
562560,1563.18,True
580063,1562.4,True
558862,1561.0900000000001,True
552550,1560.3400000000001,True
561367,1557.3600000000001,True
569866,1556.42,True
567673,1555.8799999999999,True
563193,1554.35,True
536575,1552.98,True
562980,1552.6,True
542541,1551.56,True
576927,1551.3,True
575510,1549.12,True
560090,1548.83,True
541215,1547.58,True
546884,1546.93,True
567882,1546.8600000000001,True
563558,1544.01,True
553206,1543.0,True
565231,1542.6299999999999,True
547493,1542.08,True
555344,1541.98,True
554353,1541.16,True
573426,1540.73,True
549738,1539.64,True
544681,1537.91,True
551414,1537.2,True
548194,1536.03,True
563616,1536.0,True
561820,1535.98,True
548648,1534.3,True
560716,1532.76,True
553167,1529.75,True
565841,1528.29,True
570521,1527.96,True
560451,1527.0,True
537065,1526.92,True
564835,1525.29,True
574678,1524.77,True
564817,1523.8799999999999,True
542517,1521.1,True
552234,1520.48,True
545216,1520.38,True
540275,1520.1100000000001,True
540276,1520.11,True
567309,1519.8,True
548157,1518.0,True
566400,1517.54,True
566949,1516.98,True
539044,1516.95,True
541631,1516.68,True
552229,1514.98,True
574049,1514.17,True
547830,1513.46,True
552508,1513.36,True
562688,1510.49,True
573266,1510.36,True
564825,1509.44,True
540691,1508.66,True
550630,1507.67,True
570690,1506.5,True
564646,1506.2,True
562345,1505.64,True
547386,1504.91,True
551291,1502.78,True
573035,1498.66,True
555722,1498.09,True
576672,1497.52,True
555276,1496.98,True
577181,1496.04,True
553890,1495.6299999999999,True
543394,1495.2,True
575491,1495.06,True
574324,1494.0000000000002,True
547967,1491.72,True
571030,1491.5900000000001,True
539225,1491.46,True
539109,1491.0,True
562102,1490.82,True
562264,1490.62,True
540268,1489.18,True
550122,1488.0,True
562040,1487.6,True
538641,1485.78,True
537887,1485.72,True
567901,1485.43,True
552181,1484.4,True
539395,1484.25,True
570115,1482.2,True
562717,1480.41,True
544690,1480.2,True
559051,1477.98,True
546569,1477.56,True
565396,1476.28,True
569568,1476.19,True
571257,1472.17,True
567453,1468.8,True
566310,1468.58,True
561027,1468.3600000000001,True
558536,1466.32,True
550779,1466.14,True
566933,1465.6,True
565857,1464.58,True
546891,1464.43,True
578513,1463.64,True
545398,1463.47,True
572676,1462.45,True
542664,1460.33,True
547964,1460.08,True
543546,1459.9,True
577805,1459.76,True
563659,1459.12,True
565617,1458.44,True
556932,1456.75,True
549568,1456.42,True
558315,1452.3500000000001,True
544186,1449.8799999999999,True
564840,1448.14,True
556813,1448.02,True
573137,1445.8799999999999,True
551718,1445.61,True
548627,1445.6000000000001,True
547822,1444.8000000000002,True
549835,1444.66,True
569342,1441.2,True
552819,1440.96,True
555368,1440.9,True
539578,1440.0,True
549524,1439.48,True
577748,1437.5,True
555382,1437.12,True
580153,1436.93,True
564150,1436.49,True
557938,1435.1799999999998,True
562587,1434.71,True
543826,1434.66,True
573261,1434.24,True
556459,1434.03,True
572337,1434.0,True
566602,1433.66,True
563900,1432.0,True
539102,1431.6,True
540999,1431.28,True
559948,1430.75,True
546406,1429.91,True
540464,1429.9,True
544323,1429.07,True
567667,1427.3999999999999,True
554511,1425.3799999999999,True
564760,1424.23,True
565232,1423.1,True
574962,1421.67,True
550159,1420.98,True
545217,1420.78,True
576180,1419.58,True
569700,1417.55,True
551340,1416.36,True
569385,1416.0,True
569388,1416.0,True
574276,1415.92,True
572186,1414.99,True
565460,1414.64,True
553686,1414.3600000000001,True
561214,1412.75,True
550527,1411.67,True
569407,1410.26,True
550541,1407.93,True
547796,1407.8600000000001,True
548664,1407.19,True
575915,1405.2,True
555923,1403.38,True
552520,1401.3799999999999,True
552702,1400.53,True
545667,1397.75,True
570218,1397.32,True
581098,1396.96,True
563098,1396.66,True
545466,1396.0,True
569383,1395.09,True
563745,1394.58,True
538515,1393.56,True
556751,1393.48,True
571945,1393.06,True
554642,1392.0,True
545288,1390.06,True
573420,1389.05,True
562716,1388.92,True
551995,1388.59,True
552493,1388.46,True
563954,1388.27,True
565181,1386.0,True
548191,1385.1299999999999,True
553661,1384.25,True
558310,1382.88,True
537604,1381.92,True
552851,1381.3,True
543976,1380.4,True
551868,1380.1100000000001,True
555158,1378.48,True
569844,1377.55,True
571824,1376.43,True
545340,1375.24,True
540357,1374.46,True
573846,1374.26,True
553574,1373.46,True
579784,1371.6,True
537224,1369.06,True
536851,1368.4,True
542003,1368.38,True
550906,1368.1599999999999,True
574733,1366.91,True
555924,1366.71,True
576355,1364.74,True
567917,1364.61,True
553549,1364.33,True
541969,1363.66,True
580910,1363.2000000000003,True
557247,1359.58,True
561093,1358.39,True
540907,1358.29,True
549940,1357.63,True
576172,1355.56,True
571082,1354.71,True
558362,1353.2,True
551997,1353.1299999999999,True
560246,1353.1,True
580669,1352.48,True
553045,1351.45,True
563944,1351.22,True
573778,1350.9,True
574684,1349.69,True
579843,1348.5800000000002,True
553162,1348.3799999999999,True
577046,1342.71,True
542932,1341.96,True
549155,1341.26,True
543013,1340.77,True
544931,1340.32,True
548367,1337.78,True
556574,1336.2,True
544928,1336.1,True
566603,1335.26,True
537981,1335.2,True
570408,1334.16,True
536862,1334.13,True
540255,1331.8,True
564897,1330.44,True
578041,1329.6200000000001,True
544792,1329.3600000000001,True
562448,1327.55,True
561898,1325.23,True
576147,1324.3,True
553389,1324.07,True
570342,1322.82,True
542622,1321.3899999999999,True
549316,1321.25,True
547518,1320.0,True
566482,1319.78,True
563093,1319.78,True
579792,1319.16,True
570964,1319.01,True
569363,1315.3799999999999,True
576088,1314.94,True
580160,1314.75,True
536970,1314.0,True
555490,1314.0,True
566757,1313.43,True
549837,1311.9,True
556433,1310.6299999999999,True
568703,1310.22,True
568082,1308.82,True
538883,1308.63,True
542397,1308.48,True
569563,1307.76,True
555095,1306.49,True
543387,1306.28,True
559701,1305.6,True
539012,1305.6,True
566163,1304.7,True
565865,1304.7,True
564324,1304.44,True
566617,1304.04,True
566405,1304.04,True
576623,1301.0,True
555418,1299.04,True
539856,1298.4,True
565580,1298.18,True
568654,1297.8500000000001,True
573421,1297.26,True
575206,1296.56,True
575340,1296.37,True
543097,1295.83,True
567890,1295.43,True
544936,1295.4,True
543358,1294.78,True
573511,1294.32,True
551314,1292.96,True
560590,1292.31,True
569026,1290.7,True
540983,1289.5,True
571227,1288.78,True
579525,1288.64,True
564756,1288.42,True
558068,1286.67,True
569046,1285.98,True
541970,1285.6200000000001,True
575933,1285.44,True
563623,1284.1200000000001,True
571640,1283.27,True
556243,1282.38,True
562610,1282.0,True
538003,1281.5,True
554512,1281.03,True
571442,1279.01,True
559047,1278.1,True
543530,1275.78,True
580116,1274.69,True
546888,1273.8899999999999,True
567457,1273.77,True
